customer_id,signup_date,age,gender,city,plan,tenure_months,monthly_charges,total_charges,support_tickets,last_login_days,satisfaction_score,churned,cancellation_reason
C00342,2022-03-26,42.0,M,Hyderabad,Basic,4,30.41,121.64,0,11,5.0,1,competitor
C00618,2022-04-08,41.0,M,Hyderabad,Standard,41,61.11,2505.51,3,5,3.0,0,
C00979,2023-10-16,21.0,F,Chennai,Basic,13,31.18,405.34,0,19,9.0,1,service
C00150,2020-09-03,40.0,M,Kolkata,Basic,14,25.72,360.08,1,0,7.0,0,
C00125,2021-07-16,48.0,M,Mumbai,Basic,48,17.82,855.36,2,8,6.0,0,
C00808,2021-07-05,23.0,F,Pune,Standard,68,41.75,2839.00,1,10,7.0,0,
C00833,2022-09-28,24.0,M,Pune,Basic,63,26.11,1644.93,2,11,,0,
C00051,2020-11-13,41.0,M,Mumbai,Premium,56,69.34,3883.04,0,10,8.0,0,
C00354,2022-04-15,,M,Chennai,Premium,60,68.95,4137.00,1,3,10.0,0,
C00938,2019-02-09,37.0,M,Pune,Standard,31,46.09,1428.79,1,10,7.0,0,
C00143,2022-09-20,,male,Kolkata,Basic,44,,1174.36,1,14,8.0,0,
C00471,2022-07-27,42.0,female,Bengaluru,Premium,21,71.04,1491.84,0,8,,0,
C00400,2023-03-30,30.0,F,Jaipur,Standard,16,47.44,759.04,1,20,7.0,0,
C00634,2021-08-07,18.0,M,Bengaluru,Basic,61,27.3,1665.30,1,8,6.0,0,
C00321,2021-08-09,47.0,M,Mumbai,Premium,33,72.76,2401.08,2,26,,1,price
C00020,2019-03-15,37.0,M,Mumbai,Basic,2,29.42,58.84,1,10,7.0,0,
C00820,2021-11-10,24.0,F,Kolkata,Basic,15,29.4,441.00,1,4,10.0,0,
C00800,2023-12-04,38.0,M,Mumbai,Basic,15,38.95,584.25,0,11,7.0,0,
C00954,2022-05-14,24.0,F,Kolkata,Basic,15,15.0,225.00,1,7,9.0,0,
C00408,2021-09-03,48.0,male,Bengaluru,Basic,13,21.82,283.66,3,6,,1,unknown
C00538,2020-01-18,52.0,F,Pune,Basic,19,28.03,532.57,2,15,7.0,0,
C00629,2021-02-24,26.0,F,Delhi,Basic,10,18.5,185.00,1,30,9.0,0,
C00039,2019-05-14,28.0,F,Bengaluru,Premium,21,51.31,1077.51,1,43,8.0,0,
C00176,2022-07-04,40.0,Female,Kolkata,Standard,60,47.15,2829.00,3,37,4.0,0,
C00246,2023-06-02,23.0,Male ,Jaipur,Basic,1,17.76, ,3,10,4.0,1,price
C00885,2022-09-23,25.0,F,Kolkata,Premium,20,54.75,1095.00,1,12,5.0,1,unknown
C00676,2023-11-03,42.0,F,Hyderabad,Premium,30,86.37,2591.10,2,17,4.0,1,unknown
C00895,2021-08-15,34.0,male,Hyderabad,Standard,53,40.13,2126.89,2,4,6.0,0,
C00869,2022-04-14,31.0,,Jaipur,Premium,65,57.66,3747.90,2,22,5.0,0,
C00155,2021-06-02,,M,Pune,Basic,29,34.66,1005.14,2,12,8.0,0,
C00288,2020-11-29,39.0,M,Mumbai,Standard,16,51.61,825.76,1,8,10.0,0,
C00705,2019-07-07,,M,Kolkata,Standard,40,34.06,1362.40,0,13,9.0,0,
C00570,2022-02-05,40.0,,Kolkata,Standard,62,52.97,3284.14,0,13,10.0,0,
C00753,2019-11-28,26.0,Male ,Pune,Standard,10,51.96,519.60,3,11,5.0,0,
C00018,2021-12-06,26.0,F,Kolkata,Basic,48,20.62,989.76,0,20,9.0,0,
C00128,2023-02-21,24.0,M,Kolkata,Standard,62,51.62,3200.44,2,12,7.0,0,
C00323,2022-05-26,52.0,M,Mumbai,Basic,45,,771.30,0,2,10.0,0,
C00256,2021-06-18,47.0,M,Hyderabad,Standard,60,37.44,2246.40,0,5,6.0,0,
C00666,2019-03-27,18.0,F,Bengaluru,Basic,11,31.68,348.48,3,12,6.0,1,service
C00977,2022-02-24,,M,Bengaluru,Basic,53,17.45,924.85,1,7,9.0,0,
C00191,2021-09-13,59.0,male,Kolkata,Basic,2,36.49,72.98,1,3,7.0,0,
C00116,2019-06-19,32.0,male,Hyderabad,Basic,21,34.9,732.90,1,15,8.0,1,moved
C00679,2023-06-04,43.0,F,Bengaluru,Standard,30,,1182.30,1,34,,0,
C00607,2021-07-21,47.0,M,Bengaluru,Basic,70,17.76,1243.20,2,4,7.0,0,
C00181,2022-06-17,54.0,F,Bengaluru,Standard,37,39.4,1457.80,1,5,6.0,0,
C00302,2021-10-27,20.0,male,Mumbai,Basic,60,,1740.60,1,6,,0,
C00846,2021-12-23,42.0,M,Chennai,Premium,32,69.68,2229.76,0,9,9.0,0,
C00722,2019-12-05,52.0,Female,Pune,Premium,12,62.55,750.60,0,18,9.0,1,moved
C00733,2022-02-23,45.0,M,Bengaluru,Standard,72,36.8,2649.60,0,13,7.0,0,
C00694,2023-02-15,18.0,M,Kolkata,Basic,3,31.21,93.63,3,9,4.0,1,service
C00670,2019-03-09,18.0,F,Hyderabad,Basic,25,27.16,679.00,1,3,8.0,0,
C00518,2023-05-17,30.0,F,Hyderabad,Standard,24,51.56,1237.44,1,19,6.0,0,
C00997,2019-10-21,47.0,M,Chennai,Standard,60,43.22,2593.20,2,22,5.0,0,
C00046,2020-05-27,41.0,Female,Kolkata,Premium,15,64.44,966.60,3,45,4.0,1,service
C00920,2020-03-16,18.0,M,Bengaluru,Standard,31,48.19,1493.89,2,6,5.0,0,
C00158,2020-10-27,,M,Jaipur,Basic,68,30.31,2061.08,2,18,5.0,0,
C00754,2020-07-03,63.0,Female,Jaipur,Basic,71,21.12,1499.52,0,5,8.0,0,
C00172,2021-05-15,43.0,F,Jaipur,Basic,48,35.29,1693.92,1,26,7.0,0,
C00017,2021-09-19,42.0,Male ,Kolkata,Basic,53,,795.00,1,10,,0,
C00512,2019-09-22,34.0,Male ,Bengaluru,Basic,34,24.53,834.02,1,1,,0,
C00049,2022-07-26,46.0,male,Hyderabad,Basic,40,20.66,826.40,1,8,8.0,0,
C00984,2019-12-28,47.0,F,Bengaluru,Standard,26,48.93,1272.18,1,23,7.0,0,
C00851,2020-04-28,34.0,Male ,Chennai,Standard,24,44.72,1073.28,1,27,6.0,0,
C00516,2020-07-26,42.0,M,Mumbai,Premium,40,55.32,2212.80,1,21,,0,
C00695,2019-07-19,28.0,M,Bengaluru,Standard,15,30.91,463.65,3,6,7.0,0,
C00481,2021-03-08,41.0,F,Kolkata,Standard,48,44.78,2149.44,0,7,7.0,0,
C00284,2019-11-08,,F,Pune,Standard,34,40.66,1382.44,3,12,5.0,1,price
C00856,2023-10-23,38.0,M,Kolkata,Standard,14,43.03,602.42,1,4,9.0,1,moved
C00663,2021-10-09,27.0,M,Pune,Standard,68,47.04,3198.72,0,6,8.0,0,
C00226,2023-07-25,41.0,M,Jaipur,Basic,58,28.2,1635.60,1,9,7.0,0,
C00027,2022-06-11,44.0,M,Bengaluru,Standard,68,47.87,3255.16,3,14,5.0,0,
C00897,2023-03-14,30.0,M,Delhi,Standard,18,42.77,769.86,1,7,9.0,0,
C00438,2021-05-20,25.0,M,Bengaluru,Standard,45,36.84,1657.80,1,7,8.0,0,
C00962,2022-03-10,40.0,M,Kolkata,Standard,20,45.51,910.20,0,2,9.0,0,
C00365,2022-09-14,36.0,F,Bengaluru,Basic,33,16.64,549.12,0,33,10.0,0,
C00230,2023-05-02,35.0,F,Hyderabad,Basic,65,24.59,1598.35,1,7,9.0,0,
C00038,2021-06-17,28.0,F,Jaipur,Standard,10,49.44,494.40,1,13,5.0,0,
C00978,2021-06-29,33.0,M,Pune,Basic,55,23.18,1274.90,0,12,10.0,0,
C00375,2022-10-05,,,Chennai,Premium,44,77.6,3414.40,1,15,10.0,0,
C00470,2021-01-20,26.0,F,Delhi,Basic,36,15.64,563.04,0,11,9.0,0,
C00980,2021-11-18,43.0,male,Kolkata,Basic,51,25.81,1316.31,3,5,8.0,0,
C00137,2020-10-04,42.0,,Kolkata,Standard,10,52.44,524.40,3,2,3.0,1,service
C00713,2022-07-15,26.0,M,Bengaluru,Standard,55,35.56,1955.80,0,13,9.0,0,
C00735,2020-02-23,41.0,M,Kolkata,Premium,13,68.73,893.49,0,11,9.0,0,
C00195,2019-05-21,25.0,Female,Kolkata,Basic,8,27.92,223.36,1,36,10.0,0,
C00865,2021-04-22,30.0,M,Pune,Standard,59,43.14,2545.26,0,25,8.0,0,
C00875,2020-11-05,18.0,M,Delhi,Premium,60,43.37,2602.20,1,4,10.0,0,
C00504,2023-09-13,20.0,F,Hyderabad,Standard,29,34.43,998.47,1,3,7.0,0,
C00982,2020-01-13,20.0,F,Bengaluru,Basic,13,15.0,195.00,1,6,6.0,0,
C00951,2023-08-09,18.0,F,Jaipur,Basic,26,36.23,941.98,3,17,6.0,1,service
C00580,2021-05-29,42.0,Male ,Bengaluru,Basic,24,34.43,826.32,2,7,8.0,0,
C00981,2019-01-29,44.0,female,Kolkata,Premium,61,53.7,3275.70,1,21,8.0,0,
C00163,2023-09-26,64.0,F,Bengaluru,Standard,68,37.35,2539.80,2,5,6.0,0,
C00715,2020-03-02,35.0,M,Kolkata,Basic,66,33.47,2209.02,1,5,8.0,0,
C00153,2020-12-15,18.0,M,Pune,Standard,2,45.04,90.08,3,12,5.0,1,price
C00690,2020-11-07,33.0,F,Hyderabad,Premium,31,73.51,2278.81,0,8,9.0,0,
C00709,2021-07-20,35.0,F,Kolkata,Basic,28,15.0,420.00,1,9,7.0,0,
C00765,2021-04-19,42.0,female,Bengaluru,Standard,28,47.7,1335.60,1,15,8.0,0,
C00112,2021-08-17,41.0,male,Mumbai,Basic,18,28.76,517.68,0,10,10.0,0,
C00227,2019-11-15,68.0,F,Chennai,Basic,13,15.0,195.00,1,29,,0,
C00697,2019-07-28,18.0,M,Pune,Standard,27,46.42,1253.34,2,2,8.0,0,
C00104,2019-01-19,,Female,Pune,Basic,56,28.68,1606.08,1,19,8.0,0,
C00422,2019-10-22,28.0,male,Mumbai,Standard,20,53.17,1063.40,2,2,8.0,0,
C00420,2019-08-17,,,Pune,Premium,26,60.52,1573.52,0,8,10.0,0,
C00760,2020-09-17,43.0,F,Pune,Basic,10,33.91,339.10,1,7,,0,
C00587,2021-01-29,24.0,F,Pune,Basic,5,28.48,142.40,2,16,8.0,0,
C00790,2022-06-19,36.0,,Delhi,Basic,33,33.65,1110.45,2,22,6.0,0,
C00673,2019-03-12,29.0,F,Hyderabad,Basic,37,23.93,885.41,0,22,8.0,0,
C00120,2020-08-29,35.0,F,Chennai,Premium,43,60.65,2607.95,2,49,5.0,0,
C00054,2023-06-14,34.0,Male ,Bengaluru,Basic,44,23.6,1038.40,1,22,7.0,0,
C00152,2020-08-25,26.0,male,Pune,Standard,12,44.55,534.60,0,11,9.0,0,
C00404,2021-02-23,33.0,F,Bengaluru,Basic,15,24.98,374.70,1,14,5.0,0,
C00983,2019-08-22,41.0,F,Bengaluru,Basic,55,15.0,825.00,3,37,4.0,0,
C00208,2022-11-27,23.0,M,Bengaluru,Basic,4,35.29,141.16,1,6,8.0,0,
C00659,2022-10-04,53.0,F,Bengaluru,Basic,42,40.78,1712.76,1,11,7.0,0,
C00854,2022-10-21,38.0,F,Kolkata,Standard,39,,1772.55,0,6,9.0,0,
C00922,2022-07-30,28.0,M,Pune,Standard,46,39.3,1807.80,1,8,7.0,1,competitor
C00009,2020-09-26,38.0,,Hyderabad,Basic,19,24.98,474.62,2,8,,1,unknown
C00818,2020-02-08,41.0,female,Delhi,Basic,5,21.47,107.35,3,24,5.0,1,moved
C00037,2020-12-27,37.0,male,Mumbai,Standard,56,56.49,3163.44,1,5,8.0,0,
C00453,2023-06-03,61.0,male,Bengaluru,Standard,16,53.45,855.20,3,4,4.0,0,
C00652,2020-12-22,36.0,male,Pune,Premium,49,65.41,3205.09,1,2,5.0,0,
C00254,2019-01-27,26.0,M,Delhi,Premium,47,64.79,3045.13,3,7,6.0,1,service
C00304,2023-07-22,34.0,F,Chennai,Standard,29,48.08,1394.32,0,3,9.0,0,
C00756,2022-09-19,52.0,Female,Hyderabad,Premium,61,,4500.58,0,10,8.0,0,
C00572,2022-12-27,37.0,M,Bengaluru,Standard,36,37.77,1359.72,0,25,7.0,0,
C00624,2022-07-27,31.0,,Pune,Basic,31,24.43,757.33,1,5,7.0,0,
C00719,2020-06-17,34.0,M,Bengaluru,Standard,1,41.65, ,4,45,,1,price
C00729,2021-02-11,24.0,female,Mumbai,Basic,51,20.61,1051.11,2,18,6.0,0,
C00263,2022-06-01,41.0,male,Bengaluru,Basic,20,15.0,300.00,1,20,8.0,0,
C00611,2019-03-22,26.0,male,Hyderabad,Premium,9,59.68,537.12,3,2,6.0,1,price
C00298,2023-01-03,34.0,male,Kolkata,Standard,13,48.72,633.36,0,16,,0,
C00415,2021-07-29,35.0,F,Bengaluru,Premium,25,55.32,1383.00,1,21,8.0,1,competitor
C00151,2021-10-01,36.0,Female,Kolkata,Basic,69,17.11,1180.59,0,9,8.0,0,
C00803,2019-05-24,42.0,F,Pune,Basic,59,35.44,2090.96,3,7,4.0,0,
C00641,2023-05-10,20.0,Male ,Delhi,Standard,5,46.48,232.40,0,34,,1,moved
C00900,2022-05-08,20.0,M,Pune,Standard,46,46.81,2153.26,1,6,9.0,0,
C00551,2021-08-25,43.0,F,Bengaluru,Basic,61,29.57,1803.77,2,8,7.0,0,
C00801,2020-03-25,28.0,M,Pune,Standard,21,51.15,1074.15,3,6,,1,competitor
C00489,2021-01-20,28.0,M,Pune,Basic,3,24.74,74.22,0,3,,0,
C00711,2021-11-22,38.0,Female,Jaipur,Basic,23,18.43,423.89,1,3,7.0,0,
C00148,2023-01-05,36.0,M,Pune,Standard,72,38.47,2769.84,2,5,9.0,0,
C00147,2021-07-03,31.0,male,Mumbai,Premium,33,76.73,2532.09,0,6,10.0,0,
C00744,2019-11-30,18.0,Female,Chennai,Premium,70,67.04,4692.80,0,15,7.0,0,
C00942,2022-10-06,49.0,M,Pune,Basic,37,33.51,1239.87,2,4,7.0,0,
C00824,2019-01-06,18.0,F,Bengaluru,Premium,66,89.71,5920.86,2,8,6.0,0,
C00660,2020-08-30,34.0,male,Kolkata,Standard,34,43.49,1478.66,2,26,7.0,0,
C00349,2022-07-23,19.0,M,Kolkata,Standard,21,64.95,1363.95,1,2,9.0,0,
C00464,2023-07-16,18.0,Male ,Kolkata,Premium,13,63.94,831.22,0,26,7.0,1,unknown
C00326,2021-09-29,47.0,M,Chennai,Standard,48,58.81,2822.88,2,8,7.0,0,
C00187,2020-02-09,40.0,F,Mumbai,Basic,58,22.83,1324.14,0,11,8.0,0,
C00124,2019-07-19,54.0,F,Kolkata,Basic,16,34.43,550.88,0,15,10.0,0,
C00864,2023-02-17,39.0,M,Hyderabad,Basic,32,15.0,480.00,1,21,6.0,0,
C00609,2020-04-23,18.0,F,Bengaluru,Premium,42,72.76,3055.92,1,16,7.0,1,price
C00144,2023-09-23,41.0,M,Jaipur,Premium,9,60.58,545.22,4,9,3.0,0,
C00971,2022-06-16,35.0,M,Hyderabad,Basic,29,30.63,888.27,0,23,8.0,0,
C00198,2019-03-21,,Male ,Pune,Standard,53,30.81,1632.93,1,13,9.0,0,
C00610,2019-04-17,44.0,female,Kolkata,Basic,27,34.91,942.57,0,16,8.0,0,
C00280,2021-01-12,41.0,Male ,Bengaluru,Premium,37,59.44,2199.28,1,5,8.0,0,
C00294,2023-05-10,18.0,F,Kolkata,Premium,9,61.58,554.22,2,9,7.0,0,
C00401,2021-02-25,36.0,Male ,Pune,Basic,65,32.15,2089.75,0,4,7.0,0,
C00123,2023-07-31,41.0,F,Pune,Premium,21,66.64,1399.44,1,15,7.0,0,
C00184,2019-10-10,51.0,M,Pune,Standard,37,41.62,1539.94,1,6,,0,
C00203,2023-06-20,39.0,M,Bengaluru,Basic,22,19.48,428.56,0,8,,0,
C00439,2022-02-21,30.0,F,Bengaluru,Basic,30,32.3,969.00,0,5,10.0,0,
C00247,2023-08-17,,,Chennai,Standard,7,43.64,305.48,2,1,,0,
C00416,2020-02-09,40.0,male,Kolkata,Premium,26,72.83,1893.58,3,21,,0,
C00786,2021-07-03,41.0,M,Chennai,Basic,6,15.0,90.00,2,16,7.0,1,price
C00775,2020-01-05,,Male ,Kolkata,Premium,33,67.74,2235.42,2,7,7.0,1,moved
C00917,2021-09-15,55.0,female,Bengaluru,Standard,54,42.92,2317.68,2,13,8.0,0,
C00778,2022-01-04,43.0,M,Kolkata,Basic,28,17.99,503.72,3,8,6.0,1,service
C00940,2023-01-10,48.0,M,Hyderabad,Basic,59,25.06,1478.54,1,2,8.0,0,
C00130,2019-07-09,27.0,F,Mumbai,Premium,13,,671.58,0,16,10.0,0,
C00638,2020-08-25,25.0,M,Kolkata,Standard,22,38.41,845.02,1,12,6.0,1,unknown
C00403,2019-01-01,48.0,F,Hyderabad,Standard,30,54.13,1623.90,1,10,9.0,0,
C00794,2019-02-17,43.0,F,Bengaluru,Standard,45,29.67,1335.15,1,27,9.0,0,
C00862,2020-12-05,21.0,M,Pune,Basic,49,38.5,1886.50,1,2,8.0,0,
C00736,2023-02-28,40.0,female,Pune,Standard,70,34.46,2412.20,0,31,7.0,0,
C00924,2022-10-28,31.0,M,Pune,Basic,62,15.0,930.00,1,16,7.0,0,
C00220,2023-11-29,30.0,,Kolkata,Basic,30,31.86,955.80,0,17,8.0,0,
C00642,2022-11-07,46.0,F,Pune,Basic,2,30.5,61.00,4,28,2.0,1,unknown
C00926,2021-10-14,61.0,Male ,Hyderabad,Premium,46,70.68,3251.28,1,11,8.0,0,
C00762,2019-04-21,46.0,male,Bengaluru,Standard,58,47.08,2730.64,2,10,6.0,0,
C00817,2023-04-21,,M,Pune,Premium,68,64.51,4386.68,0,34,7.0,0,
C00930,2021-07-28,39.0,Male ,Delhi,Basic,48,15.0,720.00,1,8,7.0,0,
C00625,2023-02-24,44.0,F,Chennai,Basic,68,25.36,1724.48,1,6,9.0,0,
C00849,2019-03-10,30.0,female,Pune,Basic,62,22.91,1420.42,1,19,9.0,0,
C00990,2022-03-10,32.0,M,Bengaluru,Premium,20,52.64,1052.80,2,1,8.0,0,
C00387,2019-11-07,43.0,M,Chennai,Basic,61,37.23,2271.03,2,11,10.0,0,
C00985,2019-06-22,42.0,M,Kolkata,Basic,57,41.51,2366.07,0,6,10.0,0,
C00510,2023-05-27,,Male ,Chennai,Premium,41,70.13,2875.33,0,4,7.0,0,
C00268,2021-02-09,42.0,F,Pune,Basic,59,23.67,1396.53,0,10,8.0,0,
C00830,2020-10-29,18.0,Female,Mumbai,Standard,15,40.95,614.25,2,16,7.0,0,
C00442,2021-09-29,42.0,M,Bengaluru,Standard,62,34.82,2158.84,3,15,5.0,0,
C00497,2020-09-30,18.0,F,Delhi,Standard,58,44.0,2552.00,0,27,6.0,0,
C00113,2023-04-13,31.0,F,Kolkata,Standard,44,50.7,2230.80,4,17,3.0,0,
C00692,2023-07-04,35.0,M,Hyderabad,Standard,32,52.81,1689.92,2,20,6.0,0,
C00233,2021-08-20,42.0,male,Hyderabad,Basic,42,15.88,666.96,1,3,8.0,0,
C00880,2022-08-29,38.0,F,Hyderabad,Standard,38,44.55,1692.90,0,9,,0,
C00608,2019-01-01,43.0,F,Pune,Standard,64,46.23,2958.72,3,10,7.0,0,
C00672,2023-08-03,41.0,F,Chennai,Standard,7,48.35,338.45,0,3,7.0,0,
C00374,2023-10-21,48.0,M,Bengaluru,Premium,16,58.42,934.72,1,17,8.0,0,
C00994,2021-07-01,54.0,M,Kolkata,Premium,10,54.53,545.30,3,7,7.0,0,
C00853,2021-03-17,49.0,Female,Pune,Basic,9,,196.38,3,8,7.0,1,competitor
C00234,2021-11-04,52.0,F,Bengaluru,Basic,64,23.87,1527.68,0,31,9.0,0,
C00912,2023-11-13,43.0,M,Kolkata,Basic,5,18.63,93.15,4,14,4.0,1,moved
C00677,2022-09-01,67.0,Female,Pune,Standard,17,42.89,729.13,1,20,7.0,0,
C00318,2020-07-14,30.0,male,Bengaluru,Standard,71,49.59,3520.89,0,12,10.0,0,
C00649,2021-07-16,40.0,,Chennai,Basic,42,27.96,1174.32,1,16,6.0,1,service
C00411,2021-03-07,20.0,M,Chennai,Premium,47,68.37,3213.39,0,14,8.0,0,
C00909,2019-02-15,39.0,M,Kolkata,Standard,21,40.91,859.11,3,13,5.0,0,
C00710,2022-11-23,46.0,M,Delhi,Basic,4,15.0,60.00,3,3,,0,
C00359,2021-08-31,28.0,M,Bengaluru,Basic,55,25.6,1408.00,1,8,8.0,0,
C00259,2020-10-10,36.0,male,Pune,Standard,2,56.14,112.28,0,10,7.0,1,competitor
C00745,2020-08-19,39.0,M,Kolkata,Standard,15,40.26,603.90,0,17,10.0,0,
C00628,2019-05-14,54.0,M,Mumbai,Basic,31,15.0,465.00,0,25,10.0,0,
C00633,2021-04-15,33.0,F,Hyderabad,Basic,16,31.24,499.84,1,5,8.0,0,
C00283,2021-03-16,49.0,M,Chennai,Standard,52,52.11,2709.72,1,20,7.0,0,
C00377,2021-01-29,,F,Chennai,Basic,56,26.01,1456.56,2,10,5.0,0,
C00385,2022-10-15,19.0,F,Kolkata,Premium,60,54.94,3296.40,0,24,8.0,0,
C00225,2019-11-02,39.0,,Delhi,Premium,52,63.59,3306.68,1,4,10.0,0,
C00966,2019-04-08,22.0,M,Bengaluru,Basic,69,21.63,1492.47,0,10,10.0,0,
C00825,2022-07-10,18.0,F,Jaipur,Basic,19,29.13,553.47,0,16,,0,
C00473,2019-01-28,35.0,F,Jaipur,Basic,69,15.0,1035.00,0,15,9.0,0,
C00348,2023-02-02,45.0,Female,Pune,Basic,19,15.0,285.00,0,36,9.0,0,
C00506,2023-06-20,31.0,M,Pune,Basic,24,26.68,640.32,1,7,8.0,0,
C00640,2020-05-10,44.0,M,Pune,Basic,63,27.67,1743.21,1,15,5.0,0,
C01000,2021-07-21,48.0,Female,Delhi,Premium,6,61.01,366.06,2,8,6.0,1,moved
C00798,2021-10-27,51.0,F,Kolkata,Premium,12,58.87,706.44,1,12,7.0,0,
C00939,2023-06-16,49.0,M,Pune,Standard,46,54.83,2522.18,0,19,6.0,0,
C00916,2019-02-05,52.0,F,Hyderabad,Standard,47,37.77,1775.19,2,14,8.0,0,
C00620,2022-06-27,55.0,Female,Kolkata,Standard,71,36.87,2617.77,0,11,8.0,0,
C00866,2021-09-07,48.0,M,Hyderabad,Standard,17,47.05,799.85,0,17,7.0,0,
C00814,2022-12-24,32.0,Female,Pune,Basic,4,,81.36,2,7,7.0,1,service
C00646,2023-01-17,36.0,M,Pune,Standard,34,44.66,1518.44,2,6,7.0,0,
C00886,2021-05-23,41.0,Female,Kolkata,Basic,72,25.24,1817.28,0,6,8.0,0,
C00557,2022-01-17,29.0,F,Chennai,Premium,71,64.23,4560.33,0,17,,0,
C00970,2023-06-09,38.0,female,Bengaluru,Basic,15,15.0,225.00,4,5,4.0,1,unknown
C00578,2021-01-28,53.0,F,Bengaluru,Basic,57,19.63,1118.91,2,8,6.0,0,
C00796,2021-05-29,,M,Kolkata,Standard,3,,158.07,4,5,5.0,1,price
C00086,2022-09-02,44.0,F,Bengaluru,Basic,36,26.61,957.96,0,5,8.0,0,
C00243,2021-08-22,18.0,F,Bengaluru,Basic,37,26.44,978.28,2,8,7.0,0,
C00699,2019-02-10,27.0,Male ,Chennai,Premium,35,68.04,2381.40,1,23,8.0,0,
C00160,2019-09-10,24.0,male,Delhi,Standard,71,49.71,3529.41,1,9,6.0,0,
C00525,2021-01-02,55.0,M,Bengaluru,Basic,23,21.3,489.90,3,15,6.0,0,
C00036,2022-05-10,52.0,,Pune,Basic,20,25.09,501.80,0,5,8.0,0,
C00541,2020-11-05,18.0,F,Mumbai,Standard,70,57.01,3990.70,2,5,6.0,0,
C00171,2020-10-04,30.0,M,Mumbai,Premium,17,49.82,846.94,1,13,8.0,1,price
C00655,2020-10-10,45.0,Male ,Kolkata,Premium,57,56.0,3192.00,4,2,5.0,1,service
C00901,2021-08-10,43.0,male,Hyderabad,Premium,45,67.6,3042.00,0,5,8.0,0,
C00868,2021-10-13,,F,Jaipur,Standard,52,49.31,2564.12,1,11,5.0,0,
C00858,2019-02-02,43.0,M,Kolkata,Basic,24,16.37,392.88,1,5,,0,
C00955,2023-03-22,29.0,Female,Pune,Standard,27,49.21,1328.67,0,6,10.0,0,
C00734,2022-04-23,36.0,male,Chennai,Standard,5,53.14,265.70,1,17,,0,
C00096,2021-03-21,21.0,female,Bengaluru,Standard,67,38.47,2577.49,4,11,5.0,1,competitor
C00564,2023-07-16,29.0,M,Pune,Basic,41,26.61,1091.01,2,41,6.0,0,
C00241,2022-03-28,27.0,male,Kolkata,Standard,21,55.32,1161.72,1,9,6.0,0,
C00743,2020-08-17,26.0,Female,Mumbai,Basic,15,15.0,225.00,0,12,10.0,0,
C00575,2023-06-02,40.0,M,Delhi,Basic,33,15.89,524.37,1,8,8.0,0,
C00691,2022-11-01,42.0,F,Hyderabad,Basic,10,30.51,305.10,0,13,8.0,0,
C00461,2022-04-22,42.0,F,Pune,Standard,66,55.12,3637.92,2,11,,0,
C00554,2023-09-04,,,Bengaluru,Standard,67,53.73,3599.91,0,9,9.0,0,
C00889,2019-08-15,18.0,F,Mumbai,Basic,37,26.0,962.00,3,19,5.0,0,
C00207,2021-09-23,28.0,M,Mumbai,Basic,16,23.08,369.28,2,8,6.0,0,
C00393,2020-09-09,32.0,M,Hyderabad,Standard,35,29.84,1044.40,1,10,7.0,0,
C00795,2021-02-20,18.0,F,Bengaluru,Standard,7,,251.58,2,21,7.0,0,
C00398,2020-08-10,41.0,F,Pune,Standard,49,38.35,1879.15,1,9,6.0,0,
C00767,2023-03-26,39.0,M,Bengaluru,Standard,70,34.2,2394.00,2,21,6.0,0,
C00859,2023-11-15,,Female,Bengaluru,Basic,14,15.0,210.00,3,3,6.0,0,
C00218,2020-07-15,54.0,M,Pune,Premium,60,68.15,4089.00,2,19,5.0,0,
C00005,2020-12-09,18.0,M,Mumbai,Basic,51,24.09,1228.59,1,8,7.0,0,
C00769,2020-05-09,23.0,F,Delhi,Standard,16,46.49,743.84,5,22,5.0,0,
C00643,2022-05-13,63.0,male,Bengaluru,Premium,68,69.37,4717.16,0,7,9.0,0,
C00908,2021-02-22,23.0,Male ,Bengaluru,Basic,65,15.0,975.00,0,2,8.0,0,
C00613,2021-02-09,21.0,M,Delhi,Premium,29,58.73,1703.17,3,8,3.0,0,
C00739,2022-06-24,19.0,M,Mumbai,Premium,57,73.01,4161.57,0,25,,0,
C00547,2023-11-14,40.0,male,Pune,Basic,72,15.0,1080.00,0,2,,0,
C00726,2022-09-01,56.0,M,Chennai,Standard,66,48.84,3223.44,1,14,8.0,0,
C00684,2020-07-05,32.0,F,Kolkata,Premium,47,59.84,2812.48,0,8,9.0,0,
C00099,2019-07-23,43.0,male,Hyderabad,Standard,68,55.98,3806.64,2,24,5.0,0,
C00805,2020-10-14,53.0,,Jaipur,Basic,28,33.07,925.96,1,8,,0,
C00728,2021-04-24,47.0,male,Hyderabad,Standard,41,,2179.97,2,11,6.0,0,
C00574,2022-03-18,27.0,F,Kolkata,Basic,34,21.39,727.26,1,17,8.0,0,
C00407,2019-08-24,37.0,Female,Mumbai,Standard,38,46.13,1752.94,0,11,10.0,0,
C00503,2022-11-21,29.0,M,Mumbai,Basic,53,27.07,1434.71,2,5,7.0,0,
C00048,2020-05-05,41.0,F,Pune,Basic,40,33.66,1346.40,0,24,,0,
C00033,2022-09-12,32.0,F,Mumbai,Basic,13,31.44,408.72,2,5,6.0,1,moved
C00780,2021-09-15,22.0,female,Bengaluru,Basic,27,25.86,698.22,0,4,9.0,0,
C00840,2019-01-14,34.0,male,Kolkata,Basic,26,15.0,390.00,4,8,6.0,1,moved
